"REF_DATE","GEO","DGUID","Gender","Sociodemographic characteristics","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Multiple visible minorities","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232407","1.3.31.2.4","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Multiple visible minorities","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232408","1.3.31.2.5","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Multiple visible minorities","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232409","1.3.31.2.6","","F","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Not a visible minority","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232410","1.3.32.1.1","44.3","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Not a visible minority","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232411","1.3.32.1.2","42.4","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Not a visible minority","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232412","1.3.32.1.3","46.2","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Not a visible minority","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232413","1.3.32.1.4","5351","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Not a visible minority","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232414","1.3.32.1.5","5087","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Not a visible minority","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232415","1.3.32.1.6","5615","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Not a visible minority","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232416","1.3.32.2.1","55.7","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Not a visible minority","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232417","1.3.32.2.2","53.8","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Not a visible minority","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232418","1.3.32.2.3","57.6","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Not a visible minority","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232419","1.3.32.2.4","6723","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Not a visible minority","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232420","1.3.32.2.5","6450","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Not a visible minority","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232421","1.3.32.2.6","6996","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Total, by Indigenous identity","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232422","1.3.33.1.1","44.0","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Total, by Indigenous identity","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232423","1.3.33.1.2","42.3","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Total, by Indigenous identity","People who say that most people can be trusted","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232424","1.3.33.1.3","45.8","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Total, by Indigenous identity","People who say that most people can be trusted","Number of persons","Number","223","thousands","3","v1589232425","1.3.33.1.4","7285","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Total, by Indigenous identity","People who say that most people can be trusted","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232426","1.3.33.1.5","6995","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Total, by Indigenous identity","People who say that most people can be trusted","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232427","1.3.33.1.6","7574","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Total, by Indigenous identity","People who say that you cannot be too careful in dealing with people","Percentage of persons","Percent","239","units","0","v1589232428","1.3.33.2.1","56.0","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Total, by Indigenous identity","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232429","1.3.33.2.2","54.2","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Total, by Indigenous identity","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232430","1.3.33.2.3","57.7","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Total, by Indigenous identity","People who say that you cannot be too careful in dealing with people","Number of persons","Number","223","thousands","3","v1589232431","1.3.33.2.4","9260","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Total, by Indigenous identity","People who say that you cannot be too careful in dealing with people","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232432","1.3.33.2.5","8968","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Total, by Indigenous identity","People who say that you cannot be too careful in dealing with people","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1589232433","1.3.33.2.6","9552","","","","0"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Indigenous identity","People who say that most people can be trusted","Percentage of persons","Percent","239","units","0","v1589232434","1.3.34.1.1","32.9","","","","1"
"2023-10","Canada (excluding territories)","2021A000011124","Women","Indigenous identity","People who say that most people can be trusted","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1589232435","1.3.34.1.2","24.1","","","","1"
